1.7,0.92,44.482,-48.587,0,0,0,0,0,0,0.28571,0.096487,0,0,0.0037471,0,0,0,0,0,0,0,0,0.053396,0,0.028103,0,0,0,0,0,0,0.52881,0.17916,0,0,0.75808,0.75808,0.49063,0.039813,0.4911,0.17916,0,0,0,0,0,0.0074941,0.41452,0.44169,0.14005,0,0,0,0,0,0,0,0.14169,0,0.40258,0,0.040281,0.018033,0.46956,0.21944,0,0,0,0.18244,0,0,0.73349,0.46042,0,0,0,0,0,0,0,0,0.12272,0.038407,0.20609,0.61639,0.55925,0,0.019672,0,0.059719,0,0.054801,0.14614
2.5,0.92,50.428,-55.048,0,0,0,0,0,0,0.2363,0.12576,0,0,0.043091,0,0,0,0,0,0,0,0,0.19766,0,0.070258,0,0,0,0,0,0,0.50867,0.28759,0,0,0.87049,0.7459,0.5,0.25714,0.48571,0.13349,0,0,0,0,0,0.15457,0.26628,0.38899,0.17213,0,0,0,0,0,0,0,0.11311,0,0.46089,0,0.062763,0.013115,0.37705,0.42155,0,0,0,0.1623,0,0,0.78407,0.53958,0,0,0,0,0,0,0,0.058314,0.10679,0.23279,0.14473,0.64496,0.54988,0,0,0,0,0,0,0.093911
3.3,0.92,47.545,-64.047,0,0,0,0,0,0,0.29297,0.047775,0,0,0.0084309,0,0,0,0,0,0,0,0,0.16089,0,0.10539,0,0,0,0,0,0,0.52717,0.49461,0,0,0.8178,0.77799,0.52787,0.21991,0.46932,0.066745,0,0,0,0,0,0.012646,0.29602,0.46862,0.061827,0,0,0,0,0,0,0,0.11944,0,0.5452,0,0.031616,0,0.46956,0.24005,0,0,0,0.081499,0,0,0.72436,0.45855,0,0,0,0.022482,0,0,0,0.077986,0.12646,0.17424,0.055504,0.64965,0.53489,0,0,0,0,0,0,0.10585
3.45,0.92,45.294,-65.245,0,0,0,0,0,0,0.073536,0.27635,0,0,0.095785,0,0,0,0,0,0,0.019672,0,0.081733,0,0.1103,0,0,0,0,0,0,0.47283,0.34918,0,0,0.83326,0.75082,0.47752,0.088993,0.48501,0.15105,0,0,0,0,0,0.063232,0.20094,0.52576,0.077283,0,0,0,0,0,0.014052,0,0.2452,0,0.36089,0,0.09274,0,0.46581,0.4192,0,0,0,0.16674,0,0,0.69883,0.43466,0,0,0,0,0,0,0,0.0363,0.14333,0.16979,0.028103,0.63372,0.58361,0,0,0,0,0,0,0.090632
4.25,0.92,35.882,-60.511,0,0,0,0,0,0,0.25059,0.18033,0,0,0.044262,0,0,0,0,0,0,0.047775,0,0.13138,0.025293,0.1281,0,0,0,0,0,0,0.48384,0.2918,0,0,0.9082,0.85785,0.48173,0.14052,0.5,0.36745,0,0.059016,0,0,0,0,0.056206,0.41733,0.04918,0,0,0,0.051522,0,0.10117,0,0.32342,0,0.34333,0,0.039344,0,0.40843,0.34286,0,0,0,0.14473,0,0,0.61452,0.53302,0,0,0,0,0,0,0,0.080796,0.15035,0.18525,0.0084309,0.53162,0.56159,0,0,0,0.023419,0,0,0.043326
5.05,0.92,30.169,-54.099,0,0,0,0,0,0,0.27681,0.015222,0,0,0.038642,0,0,0,0,0,0,0.035129,0,0.048946,0,0.011241,0,0,0,0,0,0,0.53255,0.31077,0,0,0.98267,0.77471,0.52506,0.47775,0.51546,0.36089,0,0,0,0,0,0,0.17073,0.48431,0,0,0,0,0,0,0.084309,0,0.1007,0,0.36862,0,0,0,0.39391,0.27916,0,0,0,0.13208,0,0,0.63021,0.42225,0,0,0,0.035597,0,0,0,0,0.10234,0.23888,0,0.58571,0.55316,0,0,0,0,0,0.019672,0.067447
5.85,0.92,26.374,-49.646,0,0,0,0,0,0,0.24637,0.23232,0,0,0.012881,0,0,0,0,0,0,0.039344,0,0.012881,0,0.066042,0,0,0,0,0,0,0.5829,0.47073,0,0,0.95035,0.9281,0.4829,0.18126,0.46838,0.22763,0,0,0,0,0,0,0.062295,0.48665,0.085948,0,0,0,0,0,0.19953,0,0.11663,0,0.39415,0,0,0.021077,0.37471,0.3274,0,0,0,0.10187,0.0093677,0,0.67869,0.38642,0,0,0,0.011944,0,0,0,0,0.21288,0.13864,0.15902,0.56674,0.574,0,0,0,0,0,0.042155,0.073536
6.65,0.92,22.94,-47.022,0,0,0,0,0,0,0.11874,0.25012,0,0,0,0,0,0,0,0,0,0.092272,0,0.04918,0,0.068384,0,0,0,0,0,0,0.55222,0.058548,0,0,0.95363,0.774,0.5007,0.39672,0.51429,0.25363,0,0,0,0,0,0,0,0.44309,0.07377,0,0,0,0,0,0.12389,0,0.010304,0,0.36019,0,0.030913,0,0.26768,0.2452,0,0,0,0.10047,0,0,0.71429,0.44426,0,0,0,0,0,0,0,0.022482,0.19204,0.11897,0.13326,0.60609,0.55363,0,0,0,0.038642,0,0,0.058314
6.8,0.92,22.605,-46.665,0,0,0,0,0,0,0.1904,0.19719,0,0,0.10679,0.021077,0,0,0,0,0,0.0091335,0,0,0,0,0,0,0,0,0,0,0.54496,0.42155,0,0,0.92037,0.8808,0.49016,0.4096,0.47705,0.28618,0,0,0,0,0,0,0,0.26089,0,0,0,0,0,0,0,0,0.094848,0,0.44496,0,0.056674,0,0.33607,0.32787,0,0,0,0.20023,0,0,0.63419,0.39789,0,0,0,0.15222,0,0,0,0,0.28571,0.11967,0.25176,0.60281,0.52131,0,0,0,0.023185,0,0.031616,0.1719
7.6,0.92,20.291,-44.127,0,0,0,0,0,0,0.35012,0.27166,0,0,0.17728,0,0,0,0,0,0,0.033724,0,0,0,0.10539,0,0,0,0,0,0,0.54965,0.30773,0,0,0.94075,0.90422,0.51663,0.26159,0.45948,0.1719,0,0.056674,0,0,0,0,0,0.38899,0,0,0,0,0.18197,0,0.14778,0,0.07377,0,0.42834,0,0.030913,0,0.41452,0.4452,0,0,0,0.050351,0.039344,0,0.5829,0.36862,0,0,0,0.033489,0,0,0,0.035129,0.27916,0.20539,0.14941,0.54684,0.64052,0,0.021077,0,0,0,0,0.059719
8.4,0.92,20.544,-40.831,0,0,0,0,0,0,0.37377,0.13185,0,0,0.045667,0,0,0,0,0,0,0.093208,0,0.24098,0,0.163,0,0,0,0,0,0,0.59532,0.55152,0,0,0.94286,0.76066,0.44215,0.60398,0.45035,0.21265,0,0,0,0,0,0,0.011241,0.36956,0.050585,0,0,0,0.33115,0,0.066979,0,0.087822,0,0.43817,0,0.074941,0.021077,0.43747,0.32319,0,0,0,0.14333,0,0,0.65574,0.41288,0,0,0,0.11733,0,0,0,0.0021077,0.15129,0.1541,0.17166,0.663,0.78197,0,0,0,0,0,0.10703,0.068384
9.2,0.92,24.086,-37.931,0,0,0,0,0,0,0.39813,0.2897,0,0,0,0,0,0,0,0,0,0,0,0.21171,0,0.16674,0,0,0,0,0,0,0.63255,0.53138,0,0,0.92319,0.63138,0.3555,0.55433,0.37916,0.20164,0,0,0,0,0,0,0,0.37775,0,0,0,0,0,0,0.15667,0,0.07377,0,0.50679,0,0.061827,0,0.4534,0.4904,0,0,0,0.18642,0,0,0.69719,0.49157,0,0,0,0.11171,0.044965,0,0,0.13583,0.088056,0.21054,0.037471,0.7897,0.76862,0,0,0,0,0.094145,0.13489,0
10,0.92,28.223,-39.761,0,0,0,0,0,0,0.3897,0.41405,0,0,0,0,0,0,0,0,0,0.044731,0,0.34215,0,0.28103,0,0,0,0,0,0,0.63302,0.48689,0,0,0.83583,0.67026,0.2089,0.3541,0.44426,0.36534,0,0,0,0,0,0,0,0.46745,0.014754,0,0,0,0,0,0.32037,0,0.12155,0.016393,0.51358,0,0,0,0.4541,0.54941,0,0,0,0.2356,0.10609,0,0.67775,0.40281,0,0,0,0.018033,0.045667,0,0,0.018033,0.20445,0.14988,0.079391,0.73724,0.7171,0,0.022482,0,0.039344,0,0,0
1.7,1.72,34.642,-49.898,0,0,0,0,0,0,0.063232,0.07377,0,0,0.026698,0,0,0,0,0,0,0.0274,0,0.2363,0,0.10585,0,0,0,0,0,0,0.5356,0.27752,0,0,0.81148,0.51288,0.45105,0.30632,0.44169,0.071897,0,0.097424,0,0,0,0.11311,0.25222,0.40609,0.077986,0,0,0,0,0,0.080796,0,0.11522,0,0.3808,0,0,0,0.4356,0.25714,0,0,0,0.19508,0,0,0.75808,0.48993,0,0,0,0,0,0,0,0,0.18173,0.17073,0.18946,0.60164,0.57166,0,0,0,0,0,0.02459,0.025293
2.5,1.72,32.094,-62.01,0,0,0,0,0,0,0.17354,0.237,0,0,0.028337,0,0,0,0,0,0,0.028103,0,0.28454,0,0.019672,0,0,0,0,0,0,0.52178,0.39977,0,0,0.79719,0.5815,0.41616,0.069555,0.46721,0.20609,0,0.070258,0,0,0,0,0.18735,0.5171,0.11335,0,0,0,0,0,0.041218,0,0.20398,0,0.44567,0,0.074941,0,0.49438,0.34169,0,0,0,0.10258,0,0,0.69133,0.51475,0,0,0,0,0,0,0,0,0.084543,0.23677,0.20913,0.57635,0.63396,0,0,0,0,0,0,0.098595
3.3,1.72,26.971,-82.056,0,0,0,0,0,0,0.27799,0.19602,0,0,0.04918,0,0,0,0,0,0,0,0,0.0098361,0,0,0,0,0,0,0,0,0.58618,0.45222,0,0,0.85129,0.66253,0.36674,0.30422,0.53232,0.19883,0,0,0,0,0,0,0.059719,0.51077,0,0,0,0,0,0,0.12646,0,0.1904,0,0.32927,0,0.0046838,0,0.41546,0.29368,0,0,0,0,0,0,0.7555,0.48759,0,0,0,0.02459,0,0,0,0,0.22951,0.18103,0.10656,0.61194,0.64707,0,0,0,0,0,0,0.090164
3.45,1.72,26.188,-83.229,0,0,0,0,0,0,0.26206,0.14941,0,0,0.07377,0,0,0,0,0,0,0,0,0,0,0.12623,0,0,0,0,0,0,0.55574,0.30351,0,0,0.80937,0.76066,0.48173,0.27096,0.44965,0.19157,0.077283,0,0,0,0,0,0.12412,0.51101,0.047775,0,0,0,0,0,0.18712,0,0.17963,0,0.49836,0,0.059719,0,0.46042,0.3815,0,0,0,0.16253,0,0,0.7082,0.46159,0,0,0,0,0,0,0,0.020609,0.17541,0.21522,0.084075,0.61897,0.58384,0,0.019672,0,0,0,0,0.062998
4.25,1.72,22.797,-70.333,0,0,0,0,0,0,0.22319,0.18173,0,0,0.079391,0,0,0,0,0,0,0,0,0.073068,0,0.16066,0,0,0,0,0,0,0.5452,0.09274,0,0,0.91101,0.58946,0.51593,0.32506,0.44005,0.059016,0,0.056206,0,0,0,0,0.11522,0.52295,0,0,0,0,0,0,0.17916,0,0.10187,0,0.3822,0,0.053396,0,0.39274,0.36019,0,0,0,0.09274,0,0,0.67681,0.45644,0,0,0,0,0,0,0,0.020609,0.15059,0.1829,0.049649,0.66838,0.5815,0,0,0,0,0,0,0.18501
