0.75,0.73,30.265,-38.601,0,0,0,0,0,0,0,0.4178,0,0,0,0,0,0,0,0.29063,0.29157,0.044965,0,0.38009,0.37963,0,0,0,0,0,0,0.45972,0.49719,0.54801,0.5459,0,0,0,0,0.46909,0.40258,0.20351,0.13677,0.38454,0.38314,0.081733,0.082201,0,0,0,0,0,0,0.15738,0.29789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0.73,28.981,-37.825,0,0,0,0,0,0,0,0.37049,0,0,0,0,0,0,0,0.26768,0.25059,0,0,0.31194,0.20023,0.027869,0.027869,0,0,0,0,0.62927,0.68173,0.37658,0.15293,0,0,0,0,0.32459,0.0363,0,0,0.42108,0.42061,0.042623,0.042623,0,0,0,0,0,0,0.029274,0.029274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,0.73,25.735,-35.973,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0,0,0,0.061827,0,0,0.27096,0.16206,0.053396,0.053396,0,0,0,0,0.50492,0.50211,0.64286,0.3452,0,0,0,0,0.11944,0.11944,0,0,0.5007,0.4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064637,0.064637,0,0,0,0,0,0,0,0,0,0,0,0
3,0.73,18.528,-36.539,0,0,0,0,0,0,0,0.17026,0,0,0,0,0,0,0,0.026932,0.025761,0,0,0.36464,0.30703,0,0,0,0,0,0,0.47799,0.50211,0.62857,0,0,0,0,0,0.54684,0.54426,0.085714,0.035831,0.4274,0.42061,0,0,0,0,0,0,0,0,0.081967,0.078689,0,0,0,0,0,0,0,0,0.16909,0.11007,0,0,0,0,0,0,0,0,0,0,0,0
3.75,0.73,18.542,-36.844,0,0,0,0,0,0,0,0.023419,0,0,0,0,0,0,0,0,0,0,0,0.097424,0.097424,0,0,0,0,0,0,0.45761,0.57377,0.62857,0.07377,0,0,0,0,0.41171,0.40913,0.0084309,0.0088993,0.43302,0.43044,0.059719,0.059719,0,0,0,0,0,0,0.022482,0,0,0,0,0,0,0,0,0,0.22506,0.28665,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0.73,20.102,-37.822,0,0,0,0,0,0,0,0.10609,0,0,0,0,0,0,0,0,0,0,0,0.064637,0,0,0,0,0,0,0,0.23583,0.23419,0.62857,0.048009,0,0,0,0,0.35761,0.3548,0,0,0.42576,0.41967,0,0,0,0,0,0,0,0,0.24169,0.24309,0,0,0,0,0,0,0.057845,0.057845,0.064637,0.14543,0,0,0,0,0,0,0,0,0,0,0,0
5.25,0.73,20.681,-38.963,0,0,0,0,0,0,0,0.20164,0,0,0,0,0,0,0,0,0,0,0,0.21639,0.07822,0.063232,0.066745,0,0,0,0,0.38689,0.3815,0.62857,0.019204,0,0,0,0,0,0,0,0,0.29836,0.34122,0,0,0,0,0,0,0,0,0.01171,0.088525,0,0,0,0,0,0,0,0,0.13396,0.13396,0,0,0,0,0,0,0,0,0,0,0,0
6,0.73,20.904,-40.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10562,0.11663,0.018735,0,0.11803,0.11522,0,0,0.25012,0.2459,0.62857,0.020141,0,0,0,0,0.09555,0.080796,0,0.043794,0.38009,0.37002,0,0,0,0,0,0,0,0,0.099297,0.010773,0,0,0,0,0,0,0,0.048946,0.2829,0.28337,0,0,0,0,0,0,0,0,0,0,0,0
6.75,0.73,21.802,-42.764,0,0,0,0,0,0,0,0.11101,0,0,0,0,0,0,0,0,0,0,0,0.056206,0.053864,0.052693,0,0.064637,0.081499,0,0,0.45808,0.45316,0.62857,0,0,0,0,0,0.067447,0.18595,0,0,0.39063,0.38712,0,0,0,0,0,0,0,0,0.056206,0.056206,0,0,0,0,0,0,0.10117,0.053396,0.39485,0.38712,0,0.04918,0,0,0,0,0,0,0,0,0,0
7.5,0.73,22.528,-43.775,0,0,0,0,0,0,0,0.056206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047775,0,0.27681,0.24684,0.047775,0,0.52506,0.51733,0.62857,0.18806,0,0,0.080094,0.050585,0,0.061827,0,0,0.34286,0.31639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35831,0.35504,0.044965,0.044965,0,0,0,0,0,0,0,0,0,0
8.25,0.73,23.438,-44.482,0,0,0,0,0,0,0,0.039344,0,0,0,0,0,0,0.051288,0,0,0,0,0,0,0,0,0.12553,0.12553,0.10422,0.11124,0.36581,0.363,0.62857,0,0.36253,0.35199,0.07377,0.07377,0,0,0,0,0.0058548,0.056206,0,0,0,0,0.15808,0.15738,0,0,0,0,0,0,0,0,0.19719,0.14333,0,0,0.46815,0.463,0.050585,0,0,0,0,0,0,0,0,0,0,0
9,0.73,24.905,-44.624,0,0,0,0,0,0,0,0.080796,0,0,0,0,0,0,0.11639,0,0,0,0,0,0,0,0,0,0,0.137,0.19672,0.32248,0.32248,0.62857,0.28103,0.3829,0.37869,0,0.035831,0.067447,0.064637,0,0,0,0,0,0,0,0,0.35527,0.3555,0.056206,0.059719,0,0,0,0,0,0,0.36042,0.3548,0.11241,0.12857,0.48056,0.48056,0,0,0,0,0,0,0,0,0,0,0,0
9.75,0.73,27.14,-44.759,0,0,0,0,0,0,0,0.098361,0,0,0,0,0,0,0.12623,0,0,0,0,0,0,0,0,0.16721,0.18126,0.084309,0.084309,0.41452,0.41452,0.62857,0.32857,0.49508,0.49063,0.12576,0.12927,0,0,0,0,0.064637,0.064637,0,0,0,0,0.39836,0.39274,0.027869,0,0,0,0,0,0,0,0.23185,0.28759,0.23185,0.25574,0.36885,0.36885,0.10117,0.10328,0,0,0,0,0,0,0,0,0,0
10.5,0.73,29.92,-45.266,0,0,0,0,0,0,0,0.21311,0,0,0,0,0,0,0.074473,0,0,0,0,0,0,0,0,0.26136,0.33162,0.13419,0.20726,0.35831,0.35621,0.62857,0.25012,0.41265,0.40913,0.12412,0.12131,0,0,0,0,0,0.056674,0,0,0,0,0.42717,0.42084,0.090632,0.075878,0,0,0.26628,0.26628,0.14895,0.15176,0.26417,0.25269,0,0.10187,0.46534,0.46042,0,0.084309,0,0,0,0,0,0,0,0,0,0
11.25,0.73,34.744,-45.705,0,0,0,0,0,0,0.025293,0.10539,0,0,0,0,0,0,0.10515,0,0,0,0,0.053864,0,0,0,0.35855,0.32389,0.12974,0.13419,0.098361,0.098361,0.62857,0.31429,0.51077,0.50375,0.064637,0.064637,0,0,0,0,0,0,0,0,0,0,0.42927,0.37166,0.14614,0.14895,0,0,0.00726,0.098595,0.062295,0.070258,0.070258,0.12717,0.2007,0.20141,0.63372,0.60141,0.1089,0.10539,0,0,0,0,0,0,0,0,0,0
12,0.73,35.713,-45.75,0,0,0,0,0,0,0.10937,0.09719,0,0,0,0,0,0,0.16815,0,0,0,0,0,0,0,0,0.5452,0.54262,0.4178,0.42155,0.34707,0.2541,0.62857,0.21405,0.46909,0.45597,0,0,0.28173,0.2623,0,0,0.11616,0.18642,0,0,0,0,0.51944,0.51827,0.11944,0.11593,0,0,0.2466,0.24309,0.0098361,0.019204,0.39321,0.38689,0.226,0.22857,0.52787,0.52787,0.25925,0.18618,0,0,0,0,0,0,0,0,0,0
12.75,0.73,30.309,-46.338,0,0,0,0,0,0,0,0.032084,0,0,0,0,0,0,0.29836,0,0,0,0,0,0,0,0,0.24239,0.24239,0.28173,0.27119,0.39883,0.39836,0.61733,0.16417,0.41358,0.4096,0,0,0.072365,0.21007,0,0,0.35785,0.35597,0,0,0,0,0.5644,0.56183,0.067447,0.065574,0,0,0.13396,0.13396,0.044496,0,0.42693,0.41803,0.09274,0.061124,0.45059,0.44778,0.21405,0.21382,0,0,0,0,0,0,0,0,0,0
13.5,0.73,27.952,-46.702,0,0,0,0,0,0,0,0.022482,0,0,0,0,0,0,0.18244,0,0,0,0,0.080796,0.080796,0,0,0.4904,0.48759,0.37564,0.3822,0.46581,0.463,0.41429,0.1918,0.46721,0.45597,0,0,0.006089,0.006089,0,0,0.37049,0.33115,0,0,0,0,0.66417,0.65902,0.21218,0.2185,0,0,0.21639,0.13208,0.019672,0.020609,0.5007,0.49368,0.10211,0.10398,0.65433,0.65433,0.29461,0.29368,0,0,0,0,0,0,0,0,0,0
14.25,0.73,27.596,-47.229,0,0,0,0,0,0,0,0.037471,0,0,0,0,0,0,0.15761,0,0,0,0,0.051522,0.051522,0,0,0.4185,0.41358,0.0091335,0.080562,0.674,0.6644,0.41429,0.088993,0.52037,0.51499,0,0.05808,0.08993,0.099532,0,0,0.30328,0.20141,0,0,0,0,0.64215,0.64215,0.067447,0.12693,0,0,0.32787,0.23864,0.17213,0.18689,0.46862,0.45667,0.11358,0.15433,0.29344,0.33396,0.18876,0.18876,0,0,0,0,0,0,0,0,0,0
15,0.73,27.418,-47.685,0,0,0,0,0,0,0,0.12365,0,0,0,0,0,0,0.30304,0,0,0,0,0.059016,0,0,0,0.17611,0.3082,0.44333,0.44871,0.34567,0.34122,0.44778,0.18267,0.46909,0.46206,0,0,0.17635,0.14262,0,0,0.033724,0,0,0,0,0,0.45105,0.57471,0.26768,0.26979,0,0,0.25129,0.25129,0.094614,0.092974,0.30703,0.30679,0.04356,0.04356,0.38361,0.3808,0.35761,0.35316,0,0,0,0,0,0,0,0,0,0
15.75,0.73,26.438,-47.036,0,0,0,0,0,0,0,0.036066,0,0,0,0,0,0,0.25363,0,0,0,0,0,0.036066,0.031616,0,0.52553,0.46815,0.1096,0.10984,0.12365,0.12365,0.48571,0.40984,0.48337,0.48009,0.0726,0.17002,0.26862,0.2644,0,0,0,0,0,0,0,0,0.30539,0.37658,0,0,0,0,0.11077,0.14567,0.14403,0.10539,0.28712,0.28712,0.2466,0.24731,0.4466,0.44379,0.17143,0.1733,0,0,0,0,0,0,0,0,0,0
16.5,0.73,26.252,-44.858,0,0,0,0,0,0,0,0.044262,0,0,0,0,0,0,0.29438,0.16651,0.093911,0,0,0.056674,0,0,0,0.54403,0.54262,0.26347,0.2623,0.58103,0.58103,0.48571,0.25878,0.537,0.53372,0.14965,0.14965,0.35012,0.34098,0.0037471,0.0039813,0.33747,0.32904,0.035597,0.037471,0,0,0.65621,0.6541,0.26792,0.17705,0,0,0.31827,0.31593,0.12272,0.12272,0.45059,0.44496,0,0,0.17611,0.19906,0.02178,0.022248,0,0,0,0,0,0,0,0,0,0
17.25,0.73,26.823,-42.813,0,0,0,0,0,0,0,0.068852,0,0,0,0,0,0,0.2082,0,0.029274,0,0,0,0,0,0,0.31663,0.32014,0.16159,0.16511,0.35831,0.35386,0.48571,0.2274,0.49157,0.4822,0.18735,0.18735,0.30632,0.31991,0,0,0.35059,0.35059,0.053396,0,0,0,0.6548,0.65152,0.21593,0.21593,0,0,0.11429,0.027166,0.26206,0.26745,0.47471,0.46651,0.029508,0.02904,0.15808,0.15808,0.19227,0.19227,0,0,0,0,0,0,0,0,0,0
18,0.73,27.708,-40.332,0,0,0,0,0,0,0,0.16136,0,0,0,0,0,0,0.25972,0.21616,0.21358,0,0,0,0,0,0,0.45878,0.45246,0.54496,0.55246,0.53864,0.53208,0.48571,0.077986,0.5,0.49719,0.061124,0.056909,0.1096,0.12365,0,0,0.076112,0.044965,0,0,0,0,0.56792,0.55808,0.15948,0.10047,0,0,0.14356,0.22037,0.19813,0.19532,0.44496,0.44239,0.18126,0.19415,0.59977,0.59977,0.23536,0.22272,0,0,0,0,0,0,0,0,0,0
18.75,0.73,28.854,-38.013,0,0,0,0,0,0,0,0.012178,0.1637,0,0,0,0,0,0.2356,0,0,0,0,0.35293,0.34637,0,0,0.38126,0.48173,0.43302,0.46112,0.23888,0.23583,0.48571,0.22834,0.47939,0.46628,0.067916,0.067916,0.34941,0.34614,0,0,0.37002,0.35855,0.039813,0,0,0,0.53794,0.48665,0.14052,0.14052,0,0,0.24473,0.15269,0.098361,0.091335,0.36956,0.40773,0.029977,0.030913,0.28993,0.40234,0.081967,0.086183,0,0,0,0,0,0,0,0,0,0
19.5,0.73,29.212,-38.906,0,0,0,0,0,0,0,0.16019,0.11101,0,0,0,0,0,0.31569,0,0,0,0,0.084309,0.084309,0,0,0.43302,0.43302,0.24028,0.23817,0.29789,0.29415,0.57143,0.035597,0.46511,0.46112,0.027166,0.028103,0.1452,0.098829,0,0.044965,0.34309,0.32763,0.13302,0.14614,0,0,0.54005,0.53747,0.12998,0.12857,0,0,0.16979,0.16745,0.19953,0.26417,0.36066,0.34941,0.063232,0.059016,0.27752,0.24215,0.098361,0.22763,0,0,0,0,0,0,0,0,0,0
20.25,0.73,27.987,-43.361,0,0,0,0,0,0,0,0.056206,0.025293,0,0,0,0,0,0.24871,0.072131,0,0,0,0,0,0.035129,0,0.30562,0.51569,0.47728,0.47283,0.48337,0.51077,0.50047,0.36253,0.43302,0.43021,0.15948,0.15527,0,0,0,0,0.35878,0.35948,0.14356,0.11124,0.34122,0.3281,0.52061,0.5171,0.19906,0.20609,0,0,0.22482,0.15176,0.084309,0.15457,0.42295,0.41311,0.10492,0.10492,0.21077,0.21077,0.19251,0.19297,0,0,0,0,0,0,0,0,0,0
21,0.73,31.745,-47.572,0,0,0,0,0,0,0,0.064871,0.028103,0,0,0,0,0,0.15152,0,0,0,0,0,0,0,0,0.12365,0.12365,0.34028,0.090164,0.30913,0.30913,0.45714,0.24122,0.48126,0.47588,0.15457,0.15176,0,0,0,0,0.3555,0.35363,0.091335,0,0.32248,0.32178,0.49555,0.49204,0.15527,0.17845,0,0,0.14473,0.14262,0.066979,0.07096,0.35691,0.35269,0.098361,0.22553,0.19251,0.1897,0.30141,0.30141,0,0,0,0,0,0,0,0,0,0
21.75,0.73,38.629,-51.166,0,0,0,0,0,0,0,0.021311,0,0,0,0,0,0,0.18735,0.04918,0,0,0,0.12155,0.070023,0,0,0.41874,0.41874,0.28689,0.29508,0.41827,0.36979,0.45714,0.24895,0.50539,0.50047,0.14426,0.13981,0.22201,0.20703,0,0,0.36815,0.37166,0.047775,0,0.081967,0.070258,0.60164,0.59438,0.163,0.15948,0,0,0.21007,0.24145,0.064637,0.064637,0.47986,0.47705,0.093208,0.093208,0.33911,0.33911,0.10211,0.10234,0,0,0,0,0,0,0,0,0,0
22.5,0.73,39.047,-51.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17892,0.015457,0.015457,0,0,0.27213,0.11593,0,0,0.23232,0.28618,0.19672,0.28103,0.35316,0.34731,0.47002,0.039578,0.53349,0.53115,0.086417,0.085714,0,0,0,0,0.37939,0.37658,0.037939,0,0,0,0.56112,0.56042,0.079859,0.077283,0,0,0.11171,0.11171,0.012178,0.07541,0.33068,0.32623,0,0,0.39321,0.3911,0,0,0,0,0,0,0,0,0,0,0,0
23.25,0.73,33.944,-46.627,0,0,0,0,0,0,0,0.022482,0,0,0,0,0,0,0.12576,0,0,0,0,0.052693,0.052693,0,0,0.17799,0.23958,0.038407,0.037471,0.27096,0.34145,0.52857,0.03466,0.48337,0.47799,0,0,0,0,0,0,0.34192,0.33817,0,0,0,0,0.4815,0.47681,0.063232,0.063232,0,0,0.16276,0.15808,0.22155,0.22201,0.35386,0.3548,0.063232,0.063232,0.58033,0.57845,0.34052,0.26089,0,0,0,0,0,0,0,0,0,0
24,0.73,30.919,-42.478,0,0,0,0,0,0,0,0.039578,0,0,0,0,0,0,0.1815,0.25105,0.1904,0,0,0,0.030913,0,0,0.26885,0.36159,0.16698,0.24239,0.51054,0.5096,0.52857,0.077283,0.4829,0.48033,0.054801,0.054801,0,0,0,0,0.36042,0.35667,0,0,0,0,0.56909,0.56909,0.0726,0.0726,0,0,0.18806,0.1733,0.048478,0.050585,0.51241,0.50258,0.059953,0.059953,0.38712,0.38642,0.26674,0.27073,0,0,0,0,0,0,0,0,0,0
24.75,0.73,30.037,-39.284,0,0,0,0,0,0,0,0,0.12904,0,0,0,0,0,0.26112,0.004918,0.004918,0,0,0,0,0,0,0.23958,0.23888,0.24403,0.21991,0.32436,0.32178,0.52857,0,0.47354,0.46932,0.063232,0,0,0,0,0,0.4082,0.40234,0,0,0,0,0.49789,0.48876,0,0.085012,0,0,0.006089,0.006089,0.17564,0.18993,0.37518,0.37283,0.06534,0.069555,0.41874,0.4185,0.32553,0.32014,0,0,0,0,0,0,0,0,0,0
25.5,0.73,28.786,-37.802,0,0,0,0,0,0,0,0.043326,0.13185,0,0,0,0,0,0.17799,0,0,0,0,0,0,0,0,0.40117,0.39906,0.25105,0.2829,0.45457,0.45059,0.52857,0.24543,0.39578,0.39133,0.12646,0.12646,0,0,0,0,0.12108,0.082201,0,0,0,0,0.5904,0.59063,0.11148,0.16253,0,0,0.059251,0.059251,0.14239,0.15386,0.34918,0.33888,0.18618,0.18384,0.52553,0.52178,0.28782,0.17119,0,0,0,0,0,0,0,0,0,0
26.25,0.73,28.463,-37.347,0,0,0,0,0,0,0,0.06089,0.011241,0,0,0,0,0,0.12881,0,0,0,0,0,0,0.031616,0,0.060656,0.060656,0.087119,0.089227,0.35995,0.35574,0.52857,0.025995,0.40867,0.40445,0,0,0,0,0,0,0.16932,0.075644,0,0,0,0,0.65714,0.6555,0.0726,0.074941,0,0,0.036066,0,0.07096,0.07096,0.33817,0.36323,0.18478,0.18267,0.57073,0.57119,0.19555,0.19602,0,0,0,0,0,0,0,0,0,0
27,0.73,27.471,-37.673,0,0,0,0,0,0,0,0.079625,0,0,0,0,0,0,0.19508,0,0,0,0,0.059016,0.059016,0,0,0.17916,0.17916,0.086651,0.1623,0.34543,0.34052,0.52857,0.084309,0.42553,0.41827,0,0.074941,0,0,0,0,0.32412,0.3377,0,0.042155,0,0,0.50773,0.50468,0.077283,0.0726,0,0,0.10539,0.056909,0.056206,0.051522,0.28852,0.23443,0.063232,0,0.48642,0.48548,0.096019,0.093677,0,0,0,0,0,0,0,0,0,0
27.75,0.73,26.349,-37.506,0,0,0,0,0,0,0,0.053864,0,0,0,0,0,0,0.30281,0,0,0,0,0.044262,0.044262,0,0,0.18899,0.18899,0.12904,0.14426,0.25597,0.22365,0.52857,0.14473,0.069789,0.058548,0,0,0.29578,0.32576,0,0,0.13466,0.25878,0,0,0,0,0.54941,0.54824,0.069555,0.069555,0,0,0.036066,0.085246,0.26885,0.25972,0.34145,0.34145,0,0,0.59227,0.59133,0.38314,0.38571,0,0,0,0,0,0,0,0,0,0
