1.6,1.69,18.434,-38.874,0.17681,0.39719,0.44286,0.66698,0.58431,0.41171,0.2719,0,0.14169,0.58923,0.38525,0,0.62061,0.74801,0,0.14941,0.092272,0.24169,0,0.1829,0.24707,0.32529,0.48009
2.2,1.69,17.28,-40.343,0.025293,0.30562,0.42389,0.63232,0.47635,0.53911,0.66464,0,0.0088993,0.56487,0.37564,0,0.77096,0.58244,0,0.33677,0.11405,0.29344,0,0.32576,0.28314,0.44215,0.43981
2.8,1.69,16.448,-41.953,0.091101,0.13021,0.37799,0.78478,0.45386,0.65761,0.88267,0,0.080562,0.58618,0.28361,0.38454,0.77424,0.83864,0,0.23653,0.18689,0.29742,0.0093677,0.31569,0.35082,0.34426,0.51241
1.6,2.89,18.491,-38.811,0,0.25433,0.38126,0.68056,0.17049,0.49813,0.38806,0,0.078689,0.62974,0.29016,0.34918,0.68525,0.82998,0,0.066745,0.04637,0.24496,0.045902,0.10562,0.23583,0.34871,0.47681
2.2,2.89,18.371,-40.166,0,0.25574,0.42857,0.6548,0.74169,0.5178,0.32881,0,0.029508,0.60773,0.54005,0.13864,0.66206,0.63443,0,0.16393,0.22037,0.26159,0,0.33466,0.25925,0.43888,0.574
2.8,2.89,17.942,-41.561,0.02623,0.26276,0.38431,0.65621,0.62412,0.45129,0.59977,0,0,0.58735,0.50468,0.1911,0.78056,0.59532,0,0.26276,0.10679,0.24778,0,0.31663,0.36885,0.36019,0.43232
1.6,4.09,18.796,-39.211,0.067916,0.44309,0.45269,0.7096,0.6829,0.28712,0.39532,0,0,0.57143,0.26792,0.082436,0.71663,0.71335,0,0.043794,0.073068,0.26066,0,0.22998,0.26768,0.31288,0.44286
2.2,4.09,18.313,-40.351,0,0.36768,0.39368,0.70304,0.79578,0.41944,0.174,0,0,0.63068,0.44824,0.24496,0.71311,0.58571,0,0.19625,0.20187,0.20679,0.014052,0.22131,0.23279,0.31429,0.47026
2.8,4.09,17.455,-41.552,0.022482,0.26628,0.38899,0.64286,0.23794,0.51475,0.40609,0,0,0.63466,0.25199,0.099766,0.6555,0.87143,0,0.23138,0.23091,0.21874,0,0.31944,0.31265,0.40703,0.48642
1.6,5.29,19.833,-36.949,0,0.40773,0.48548,0.64403,0.41991,0.37681,0.41827,0,0,0.62225,0.35105,0.1356,0.7,0.50656,0,0.17635,0.18173,0.14169,0.02623,0.33185,0.063934,0.43864,0.49977
2.2,5.29,19.818,-37.506,0.069321,0.22014,0.34286,0.67916,0.52319,0.44637,0.40984,0,0,0.69813,0.43841,0.33372,0.72927,0.67073,0,0.29461,0.16066,0.16628,0,0.30117,0.18431,0.37119,0.45246
2.8,5.29,20.38,-38.294,0.012646,0.21546,0.34192,0.71429,0.76112,0.49415,0.3534,0,0,0.64684,0.60609,0.23044,0.60632,0.7178,0,0.26066,0.050585,0.19063,0,0.32646,0.16393,0.44871,0.39813
1.6,6.49,24.847,-33.819,0.067447,0.35761,0.42365,0.63021,0.44918,0.41054,0.62108,0,0,0.64052,0.27518,0,0.69625,0.76721,0,0.22787,0.061358,0.20632,0,0.33653,0.21475,0.32436,0.44356
2.2,6.49,24.032,-33.822,0.07377,0.26604,0.39602,0.69578,0.67845,0.4178,0.44075,0,0,0.65222,0.5363,0.0093677,0.60304,0.74333,0,0.14988,0.11077,0.17892,0,0.13349,0.32248,0.32482,0.39859
2.8,6.49,24.833,-35.318,0,0.17213,0.37424,0.71288,0.43724,0.40867,0.70281,0,0,0.66534,0.49672,0.11616,0.69321,0.58337,0,0.30187,0.058314,0.19953,0,0.20984,0.21475,0.34567,0.33841
1.6,7.69,29.395,-32.826,0,0.3534,0.40867,0.61686,0.22717,0.37471,0.45152,0,0,0.60984,0.19016,0,0.6623,0.59251,0,0.2534,0.21897,0.17916,0,0.29953,0.25785,0.33513,0.37963
2.2,7.69,29.261,-31.808,0.050117,0.36698,0.32998,0.68689,0.61827,0.3007,0.50094,0,0,0.67143,0.39532,0.070258,0.68735,0.51686,0,0,0.21475,0.16183,0,0.25925,0.15082,0.3459,0.39649
2.8,7.69,29.053,-34.515,0,0.30609,0.36393,0.67166,0.21311,0.38033,0.020609,0,0,0.62576,0.21967,0,0.70141,0.8082,0,0.14754,0.095316,0.24403,0,0.13396,0.21171,0.33981,0.32834
1.6,8.89,28.93,-39.273,0,0.32623,0.51522,0.57986,0.59672,0.42342,0.49133,0,0,0.57073,0.47049,0,0.62881,0.44965,0,0.096487,0.033724,0.16089,0.022482,0.11522,0.20468,0.3089,0.39766
2.2,8.89,29.48,-38.784,0.018735,0.27681,0.42553,0.60164,0.48642,0.15644,0.3829,0,0,0.64239,0.47775,0.094614,0.55012,0.43747,0,0,0.0065574,0.10726,0,0.20937,0.0274,0.31944,0.32037
2.8,8.89,29.521,-40.601,0.014754,0.29813,0.32131,0.57143,0.64309,0.33653,0.33115,0,0,0.53021,0.041218,0.14614,0.62108,0.79649,0,0.1192,0.081967,0.10187,0,0.27939,0.061124,0.35082,0.39906
1.6,10.09,24.572,-41.312,0,0.17892,0.37518,0.48712,0.44052,0.18876,0.41522,0,0,0.54801,0.35433,0,0.63255,0.61991,0,0.044965,0.057377,0.098126,0,0.098829,0.24731,0.33443,0.29415
2.2,10.09,25.21,-41.97,0,0.21593,0.33724,0.55972,0.16112,0.40913,0,0,0,0.61358,0.22951,0,0.65129,0.71335,0,0.063232,0.029977,0.10351,0,0,0.13068,0.29485,0.45597
2.8,10.09,25.501,-43.27,0,0.15222,0.34098,0.62412,0.33607,0.40258,0.25527,0,0,0.6363,0.59859,0,0.64895,0.4178,0,0.13419,0.050351,0.11475,0.029977,0.059953,0.17939,0.33396,0.30984
1.6,11.29,21.491,-39.958,0,0.23138,0.3644,0.537,0.19274,0.15457,0.35902,0,0,0.60094,0.40234,0.011944,0.65316,0.77799,0,0.074005,0,0.091101,0,0.056206,0.11967,0.34192,0.38267
2.2,11.29,23.515,-41.014,0,0.18993,0.35059,0.66159,0.46768,0.20749,0.05808,0,0,0.6,0.48501,0,0.61616,0.34145,0,0.23185,0.030445,0.10187,0,0.096956,0.044496,0.36792,0.37049
2.8,11.29,24.383,-41.605,0,0.12178,0.32342,0.65714,0.57681,0.066511,0.51429,0,0,0.58525,0.37213,0.011944,0.53934,0.4623,0,0.093911,0.014988,0.08103,0.021311,0.092272,0.06534,0.35504,0.43888
4,1.69,21.037,-18.188,0.10047,0.21522,0.33489,0.81358,0.6541,0.70258,0.75785,0,0.11241,0.5897,0.3829,0.37447,0.79789,0.81335,0,0.0084309,0.069087,0.2274,0,0.35504,0.38103,0.49251,0.47471
4.6,1.69,20.16,-20.07,0.096019,0.20632,0.33302,0.84286,0.74754,0.70375,0.67283,0,0.033724,0.59438,0.38431,0.23372,0.86651,0.79953,0,0.28009,0.20445,0.22787,0,0.37799,0.35504,0.41616,0.3623
5.2,1.69,19.705,-21.672,0.019672,0.069555,0.26464,0.85597,0.70539,0.62295,0.43489,0,0,0.65457,0.58782,0.16674,0.90796,0.86838,0,0.23794,0.19625,0.27237,0,0.38548,0.3082,0.35808,0.43396
5.8,1.69,19.902,-23.434,0.13888,0.07377,0.24333,0.79204,0.63934,0.59532,0.51593,0,0,0.69016,0.46838,0.18876,0.926,0.74379,0,0.19321,0.26417,0.23841,0,0.34965,0.30749,0.33536,0.42998
6.4,1.69,20.932,-23.291,0.070492,0.12459,0.2267,0.8281,0.56534,0.46042,0.36604,0,0,0.64192,0.42857,0.11335,0.97002,0.637,0.077283,0.26745,0.070726,0.22178,0,0.374,0.30937,0.34075,0.49602
7,1.69,21.821,-20.452,0.096956,0.059719,0.2089,0.79251,0.71358,0.52295,0.54871,0,0,0.67237,0.51499,0.099297,0.88782,0.73162,0,0.18876,0.099063,0.2082,0.022482,0.33934,0.26581,0.35176,0.35855
7.6,1.69,22.156,-18.229,0.16323,0.068384,0.16089,0.85691,0.81569,0.4637,0.49321,0,0,0.68478,0.48407,0.079391,0.86276,0.83677,0,0.29438,0.17424,0.22553,0.028103,0.3534,0.34848,0.26511,0.38267
8.2,1.69,22.927,-17.428,0.14426,0.13981,0.17447,0.84707,0.54824,0.41686,0.38431,0,0,0.6829,0.4548,0.016862,0.88571,0.82927,0,0.29649,0.21148,0.30047,0,0.26815,0.087822,0.31499,0.35527
8.8,1.69,24.171,-17.701,0.15199,0.2178,0.30258,0.82319,0.90164,0.12998,0.26042,0,0,0.68759,0.67939,0.029977,0.88923,0.72646,0,0.30258,0.14215,0.31171,0,0.41756,0.22974,0.29368,0.32787
9.4,1.69,25.539,-18.809,0.098361,0.039578,0.17822,0.92857,0.72857,0.44496,0.44098,0,0,0.7,0.51639,0,0.87869,0.82974,0,0.30796,0.064637,0.30117,0.051991,0.42436,0.35082,0.29672,0.38642
10,1.69,26.758,-19.846,0.080094,0.057845,0.21124,0.94192,0.6904,0.41358,0.39438,0,0,0.78571,0.58946,0,0.84028,0.73349,0,0.33091,0.05808,0.31522,0.025293,0.44356,0.27939,0.32084,0.3911
10.6,1.69,26.957,-20.068,0.14075,0.042155,0.16651,0.99859,0.68759,0.39625,0.33489,0,0,0.8,0.62225,0,0.82037,0.75222,0,0.32201,0.24052,0.28852,0.087822,0.44965,0.28033,0.25667,0.29719
4,2.89,20.467,-21.153,0.072131,0.26721,0.31803,0.7726,0.73091,0.59906,0.67635,0,0,0.67096,0.54145,0.26464,0.80117,0.80375,0,0.090398,0.035831,0.13349,0.018033,0.15269,0.30328,0.52248,0.51546
4.6,2.89,21.471,-19.989,0.07541,0.17681,0.27963,0.84239,0.76604,0.62787,0.64637,0,0.059719,0.62904,0.54005,0.17611,0.80468,0.67447,0,0.25972,0.080796,0.29742,0,0.25972,0.1815,0.41897,0.50656
5.2,2.89,22.345,-18.77,0.10234,0.19696,0.26956,0.82974,0.65152,0.64684,0.4466,0,0,0.63115,0.49602,0.22623,0.84707,0.69133,0,0.12927,0,0.2281,0,0.32436,0.27424,0.44192,0.3815
5.8,2.89,23.577,-19.846,0.13302,0.14965,0.2171,0.86815,0.65105,0.52763,0.58618,0,0,0.65105,0.36674,0.15808,0.82927,0.66066,0,0.17681,0.126,0.30937,0.035129,0.30094,0.036066,0.36909,0.47963
6.4,2.89,24.214,-21.192,0.14122,0.1096,0.27143,0.80328,0.62178,0.49766,0.45316,0,0,0.66768,0.37096,0.163,0.85059,0.85644,0,0.13068,0.053396,0.29555,0,0.38712,0.17447,0.31686,0.42201
7,2.89,23.571,-22.312,0.10422,0.080094,0.30304,0.82623,0.52904,0.59813,0.49485,0,0,0.7,0.42436,0.070492,0.85831,0.72108,0,0.22693,0.077283,0.31616,0,0.43021,0.33138,0.32693,0.37471
7.6,2.89,22.884,-22.96,0.093443,0.18782,0.24543,0.8541,0.41101,0.49649,0.49087,0,0,0.67635,0.53255,0.066745,0.88361,0.66979,0,0.28501,0.038642,0.21967,0.0093677,0.35761,0.29063,0.2829,0.40492
8.2,2.89,22.82,-22.885,0.095082,0.041218,0.14637,0.78571,0.85059,0.49719,0.4726,0,0,0.73349,0.5445,0.065574,0.89133,0.55925,0,0.36604,0.038642,0.29766,0.071897,0.40984,0.36534,0.29274,0.39953
8.8,2.89,23.393,-20.81,0.23091,0.1171,0.15059,0.87049,0.72131,0.52459,0.50632,0,0,0.7548,0.29415,0,0.87307,0.59696,0,0.41546,0.055738,0.23653,0.057845,0.46698,0.17588,0.35667,0.363
9.4,2.89,24.157,-19.511,0.22927,0.017564,0.051756,0.88478,0.79368,0.48033,0.26909,0,0,0.74496,0.57237,0,0.86792,0.67166,0,0.28829,0.077752,0.19696,0.16511,0.39578,0.21569,0.28923,0.30562
10,2.89,26.092,-20.515,0.14473,0,0.17307,0.89813,0.54778,0.44286,0.41733,0,0,0.6733,0.61311,0,0.84028,0.41874,0,0.31007,0.11803,0.30094,0.28525,0.42927,0.20867,0.26089,0.33162
10.6,2.89,28.21,-23.78,0.10609,0,0.23513,0.9082,0.52319,0.40234,0.29251,0.21288,0,0.71546,0.45363,0.039344,0.85129,0.65082,0,0.29859,0.29883,0.23653,0.21499,0.44005,0.3096,0.2808,0.26885
4,4.09,20.906,-18.896,0.094614,0.36042,0.34731,0.8,0.66253,0.51148,0.63888,0,0,0.6445,0.31546,0,0.77096,0.66792,0,0.028103,0.033724,0.25831,0.0093677,0.34215,0.048009,0.45035,0.39157
4.6,4.09,20.897,-18.271,0.023185,0.16464,0.36815,0.80258,0.61218,0.66393,0.58056,0,0,0.65667,0.52178,0.3274,0.7644,0.76019,0,0.028806,0.068618,0.2911,0,0.28197,0.25269,0.46956,0.39906
5.2,4.09,21.534,-20.588,0,0.18735,0.35527,0.78993,0.72763,0.65105,0.61194,0,0,0.67494,0.36745,0.3548,0.7815,0.76815,0,0.085714,0.056206,0.28759,0.016862,0.29602,0.25714,0.4274,0.39391
5.8,4.09,21.093,-23.776,0.074941,0.14005,0.27166,0.7822,0.75176,0.58126,0.39602,0,0,0.65878,0.58431,0.11171,0.88407,0.65386,0,0.18009,0.086417,0.25808,0.0070258,0.38595,0.19063,0.46651,0.31569
6.4,4.09,20.711,-24.847,0.014052,0.019672,0.28595,0.77611,0.66019,0.59696,0.48759,0,0,0.64379,0.51007,0.1637,0.874,0.75293,0,0.21148,0.14215,0.20632,0,0.36628,0.20141,0.3993,0.42201
7,4.09,20.288,-23.716,0.052693,0.21897,0.28806,0.78337,0.81429,0.52131,0.54098,0,0,0.70984,0.54871,0.060422,0.84824,0.70562,0,0.34707,0.18899,0.27822,0.038407,0.39391,0.25761,0.35152,0.42998
7.6,4.09,20.019,-21.919,0.10047,0.10117,0.34028,0.82506,0.64988,0.50023,0.38501,0,0,0.69578,0.41944,0.16604,0.83208,0.85433,0,0.24075,0,0.28197,0.099063,0.41265,0.31967,0.27939,0.3911
